,category,hasHuman,hasFace,hasColor,isBright,hasManyDomColors,hasWarmHueAccent,NumOfObjectsInPic,CLASS_positiveTitle,CLASS_neutralTitle,CLASS_negativeTitle,CLASS_positiveText,CLASS_neutralText,CLASS_negativeText,lengthOfTitle,lengthOfText,TitleMatchPicOCR,CreatorMatchTitle,TextMatchPic,CON_numOfImg,CON_numOfRewards,CON_hasVideo,CON_text_Length,CON_numOfFbFriends,CON_experience,CON_goal,CON_duration,successful
1477,Art,1,0,1,0,0,0,18,0,1,0,0,0,1,39,111,0,0,0,1,8,1,0,0,0,5635,15,0
1478,Film & Video,1,0,1,1,0,1,25,0,1,0,0,0,1,30,133,1,0,0,1,9,1,0,977,0,2500,30,1
1479,Music,0,0,0,1,0,0,1,0,1,0,0,0,1,30,110,0,0,0,1,23,1,0,0,0,6666,31,1
1480,Games,0,0,1,1,0,1,2,0,1,0,0,1,0,50,135,0,0,1,6,9,1,6268,0,0,30000,30,0
1481,Art,0,0,1,1,0,0,3,0,1,0,0,0,1,35,74,0,0,0,1,3,1,0,0,2,100,4,1
1482,Art,0,0,1,1,0,0,2,0,1,0,0,1,0,48,98,0,0,0,1,9,1,0,0,0,100,30,1
1483,Publishing,0,0,0,1,0,0,17,0,1,0,0,1,0,38,84,1,0,1,1,9,0,0,436,0,4000,34,1
1484,Film & Video,0,0,1,1,0,1,0,0,1,0,0,1,0,38,123,0,1,0,1,11,1,2365,0,0,50000,30,1
1485,Film & Video,1,0,1,1,1,1,2,0,0,1,1,0,0,52,135,0,0,0,2,7,1,2690,0,0,76000,30,0
1486,Design,0,0,1,1,0,0,2,0,1,0,0,1,0,50,80,0,0,0,1,9,1,0,0,6,3800,29,1
1487,Publishing,0,0,0,1,0,0,0,1,0,0,1,0,0,27,104,0,0,0,1,11,0,0,0,0,15000,30,1
1488,Art,0,0,1,0,0,1,7,0,1,0,0,1,0,50,133,0,0,0,1,12,1,0,569,2,2000,40,1
1489,Games,1,1,1,0,0,0,21,0,1,0,0,0,1,16,130,1,0,0,52,16,1,10575,0,0,30000,30,1
1490,Design,1,1,1,1,0,0,1,0,1,0,0,0,1,24,128,0,0,0,24,7,0,4181,0,0,5000,30,0
1491,Comics,0,0,0,1,0,0,0,0,1,0,1,0,0,45,130,0,0,0,1,7,1,0,925,0,2500,30,1
1492,Art,0,0,1,1,0,0,27,0,0,1,1,0,0,30,86,0,0,1,1,3,0,0,0,0,3000,60,0
1493,Games,1,1,1,0,0,1,3,0,1,0,0,1,0,32,119,0,0,0,1,17,1,0,0,7,97640,30,1
1494,Technology,0,0,0,1,0,0,0,0,1,0,1,0,0,33,84,0,0,0,43,14,1,6467,0,0,10000,30,1
1495,Design,0,0,1,0,0,1,1,0,1,0,1,0,0,11,125,0,0,0,1,1,0,0,0,0,10000,37,0
1496,Design,0,0,1,1,0,1,3,0,1,0,0,1,0,56,63,1,0,0,1,9,1,0,0,0,15000,40,1
1497,Food,0,0,1,1,0,0,22,0,1,0,1,0,0,49,99,0,0,0,1,7,1,0,0,0,20000,30,0
1498,Publishing,0,0,1,1,0,1,1,0,1,0,0,1,0,50,135,1,0,0,1,3,0,0,0,0,200,14,1
1499,Games,0,0,1,0,0,1,7,0,1,0,1,0,0,10,101,0,0,0,11,6,0,4875,0,0,15000,30,0
1500,Music,0,0,1,0,0,0,0,0,1,0,0,1,0,50,120,1,1,0,1,4,1,3239,3887,2,1200,20,1
1501,Journalism,0,0,0,1,0,0,0,0,1,0,0,1,0,30,116,1,0,0,1,4,0,0,0,0,4200,54,0
1502,Technology,1,1,1,1,0,1,16,0,1,0,0,1,0,49,120,0,0,0,1,2,1,0,0,0,16500,59,0
1503,Food,0,0,0,1,0,0,0,0,1,0,1,0,0,17,111,0,0,0,1,1,0,0,0,0,300000,30,0
1504,Art,0,0,1,1,0,1,2,0,1,0,0,1,0,35,97,1,0,0,1,5,0,2478,0,0,10000,38,0
1505,Games,0,0,0,1,0,0,0,0,1,0,0,1,0,50,117,0,0,0,13,8,1,4599,0,0,400,20,1
1506,Design,0,0,1,1,0,0,16,0,1,0,0,1,0,30,74,0,0,1,1,6,0,0,282,4,2500,60,1
1507,Music,0,0,1,1,0,0,2,0,1,0,0,1,0,20,112,0,1,0,1,12,1,0,1990,2,5500,56,1
1508,Art,0,0,1,1,0,1,0,0,1,0,0,1,0,50,128,0,0,0,1,4,1,0,0,0,7350,30,1
1509,Film & Video,1,1,1,1,0,0,1,0,1,0,0,1,0,18,93,0,0,0,4,10,1,1970,941,0,12500,30,0
1510,Technology,1,1,1,1,0,1,1,0,1,0,0,1,0,37,134,1,0,0,6,5,1,3977,0,0,60000,30,0
1511,Design,0,0,1,0,1,1,10,0,1,0,1,0,0,33,129,1,0,0,1,12,1,0,0,0,1000,35,1
1512,Publishing,1,0,1,1,0,1,11,1,0,0,0,0,1,32,47,1,1,0,1,15,1,0,0,0,6500,30,1
1513,Publishing,0,0,1,1,0,1,1,0,1,0,1,0,0,45,123,1,0,0,1,4,1,0,0,0,5900,30,1
1514,Technology,0,0,1,1,0,1,0,0,0,1,0,0,1,49,131,0,0,0,66,10,1,7949,0,0,20000,44,1
1515,Film & Video,0,0,1,1,0,0,17,0,0,1,1,0,0,13,73,0,0,0,2,6,0,2567,0,0,1000,30,1
1516,Design,1,1,1,1,0,0,28,0,1,0,0,1,0,50,33,0,0,1,1,9,1,0,0,2,8000,30,1
1517,Film & Video,0,0,1,1,0,1,1,0,1,0,0,1,0,18,115,0,0,0,1,6,0,0,0,0,100000,59,0
1518,Art,1,1,1,0,0,0,19,0,1,0,0,1,0,50,122,0,0,0,1,6,1,0,0,2,3000,30,1
1519,Art,1,1,1,1,0,1,25,0,1,0,0,1,0,49,133,0,1,0,1,9,1,2647,655,0,2500,30,1
1520,Film & Video,0,0,1,0,0,0,23,0,1,0,0,0,1,8,101,0,0,1,4,10,1,5340,149,0,30000,30,0
1521,Art,0,0,0,1,0,0,0,0,1,0,1,0,0,13,127,0,0,0,1,5,0,0,0,0,150,30,0
1522,Film & Video,1,1,1,1,0,0,24,0,1,0,0,0,1,4,127,0,0,0,1,11,1,0,0,0,6000,30,1
1523,Publishing,1,0,1,1,0,0,27,0,1,0,0,1,0,42,119,1,0,1,1,14,1,0,4051,12,30000,30,1
1524,Food,1,1,0,1,0,0,17,0,1,0,1,0,0,50,121,0,0,0,1,9,1,2063,0,0,4500,30,0
1525,Film & Video,0,0,1,0,0,1,20,0,1,0,0,1,0,22,98,0,0,0,1,8,0,423,0,0,10000,30,0
1526,Design,0,0,0,1,0,0,2,0,1,0,0,1,0,37,40,0,0,0,1,10,0,0,0,0,1000,26,1
1527,Music,1,1,1,1,1,0,23,0,1,0,0,1,0,39,120,0,0,0,1,4,1,0,0,4,5000,17,1
1528,Publishing,1,1,1,1,0,0,25,0,1,0,1,0,0,20,48,0,0,0,1,1,0,0,0,0,10000,60,0
1529,Art,0,0,0,1,0,0,0,0,1,0,0,1,0,26,130,0,0,0,1,9,1,2023,0,0,6000,30,1
1530,Film & Video,1,1,1,1,0,1,23,0,1,0,0,1,0,17,123,0,0,0,1,9,0,1567,0,0,500,33,1
1531,Publishing,0,0,1,1,0,1,15,0,1,0,0,1,0,38,127,0,0,0,1,10,1,0,597,2,2500,30,1
1532,Theater,0,0,0,1,0,0,0,0,1,0,0,0,1,38,134,1,0,0,1,16,1,0,0,0,8000,30,0
1533,Art,0,0,1,1,0,1,25,0,1,0,0,1,0,37,129,0,0,0,1,8,1,0,0,0,1700,30,1
1534,Film & Video,0,0,1,1,0,1,30,0,1,0,0,1,0,23,96,0,0,0,1,6,1,1351,0,0,8000,30,0
1535,Film & Video,1,0,1,1,0,0,24,0,0,1,0,0,1,10,135,0,0,1,5,11,1,3494,0,0,16000,30,1
1536,Art,1,0,1,0,0,0,0,0,1,0,1,0,0,18,75,0,0,0,1,6,0,0,0,0,1000,30,0
1537,Publishing,0,0,1,1,0,0,3,0,1,0,1,0,0,13,69,0,0,0,1,5,0,0,0,0,2500,32,1
1538,Film & Video,0,0,0,1,0,0,2,0,1,0,0,0,1,7,123,0,0,0,1,8,1,0,0,0,8750,25,1
1539,Photography,0,0,1,1,0,1,16,0,1,0,0,1,0,50,85,0,0,0,1,2,0,463,0,0,250,7,0
1540,Music,1,0,1,1,0,1,21,0,1,0,0,0,1,11,122,0,0,0,1,1,0,872,0,0,6000,22,0
1541,Design,1,0,1,1,0,0,21,0,1,0,0,1,0,49,78,1,0,0,1,4,1,0,0,0,2000,30,1
1542,Publishing,0,0,1,1,0,0,7,0,0,1,0,0,1,55,134,1,1,0,1,11,0,0,0,0,5000,30,1
1543,Food,0,0,1,1,0,1,2,0,1,0,0,0,1,27,129,0,0,0,1,8,0,0,0,0,15000,30,0
1544,Publishing,0,0,1,1,1,1,7,0,1,0,0,0,1,50,118,0,1,0,6,5,1,4087,0,2,10000,15,1
1545,Music,1,1,0,1,0,0,19,0,1,0,1,0,0,38,129,0,0,0,1,12,1,1890,2380,4,8000,30,1
1546,Design,0,0,1,0,0,1,25,0,1,0,0,1,0,35,37,0,0,0,1,13,1,0,578,13,25000,31,1
1547,Film & Video,0,0,0,1,0,0,9,0,1,0,0,0,1,25,131,0,0,0,1,5,1,0,0,0,150,33,0
1548,Food,0,0,1,1,1,1,19,0,1,0,0,0,1,35,112,0,0,0,1,10,1,0,0,0,5000,19,1
1549,Games,0,0,0,1,0,0,0,0,1,0,0,1,0,28,49,1,0,0,1,1,1,231,0,0,25000,45,0
1550,Technology,0,0,0,1,0,0,0,0,1,0,0,1,0,17,117,1,0,0,20,13,1,0,0,0,50000,30,0
1551,Art,0,0,1,1,1,0,27,0,0,1,0,1,0,37,125,0,0,0,1,6,1,0,0,0,5000,30,0
1552,Art,0,0,1,1,0,1,15,0,1,0,0,1,0,21,131,0,0,0,1,9,1,0,0,0,1500,16,0
1553,Crafts,0,0,0,1,0,0,0,0,1,0,1,0,0,21,131,0,0,0,1,4,0,0,0,0,400,30,0
1554,Film & Video,1,0,1,1,1,1,3,0,1,0,0,0,1,20,135,0,0,0,1,1,0,425,0,0,6000,60,0
1555,Design,0,0,0,1,0,0,1,0,1,0,0,1,0,13,57,1,0,0,9,6,1,4729,0,0,15000,33,0
1556,Publishing,1,0,1,1,0,1,1,0,1,0,0,1,0,42,134,0,0,0,1,5,0,0,556,0,700,30,1
1557,Publishing,1,0,1,1,0,1,7,0,1,0,0,1,0,37,132,1,0,0,1,12,1,0,0,0,7000,30,1
1558,Publishing,0,0,1,1,1,1,10,0,1,0,0,0,1,18,131,0,0,0,1,6,1,0,924,11,1000,30,1
1559,Games,1,0,1,1,0,1,17,0,1,0,1,0,0,36,112,0,0,0,14,9,1,9396,0,0,3000,28,0
1560,Art,0,0,1,1,0,1,12,0,1,0,1,0,0,53,118,0,0,0,7,5,1,2356,0,6,100,14,1
1561,Design,0,0,1,1,0,1,14,0,0,1,0,0,1,55,38,0,0,0,1,15,1,0,0,3,20000,45,1
1562,Art,0,0,1,1,0,0,13,0,1,0,0,1,0,50,127,0,0,0,1,4,0,0,0,5,2100,15,1
1563,Comics,1,0,1,1,0,1,2,0,0,1,1,0,0,15,133,0,0,0,1,8,1,0,0,4,1500,45,1
1564,Games,1,0,1,1,0,1,2,0,1,0,0,1,0,22,119,1,0,0,8,5,0,7919,295,3,3000,30,1
1565,Crafts,0,0,1,1,1,1,12,1,0,0,1,0,0,50,129,0,0,0,1,8,1,2150,0,0,3800,30,1
1566,Comics,0,0,0,1,0,0,0,0,1,0,0,0,1,50,130,0,0,0,1,6,1,0,0,0,1500,35,0
1567,Music,0,0,0,1,0,0,0,1,0,0,0,1,0,42,86,0,0,0,1,8,1,0,0,0,5555,30,1
1568,Food,1,1,1,1,0,0,26,0,1,0,0,1,0,42,131,0,0,0,1,3,0,0,0,0,25000,30,0
1569,Theater,1,1,1,1,0,1,23,0,1,0,1,0,0,18,134,1,0,0,1,18,1,2624,0,0,950,30,0
1570,Crafts,0,0,1,1,0,1,22,0,1,0,0,1,0,43,71,0,0,1,13,6,1,6686,0,4,100,24,1
1571,Art,1,0,1,1,0,1,1,1,0,0,0,1,0,32,109,0,0,0,1,3,0,0,66,12,250,30,1
1572,Film & Video,1,1,1,1,0,1,28,0,1,0,0,0,1,34,91,1,0,0,1,10,1,0,0,0,10000,30,0
1573,Food,0,0,1,1,0,1,20,0,1,0,0,1,0,21,127,0,0,1,1,7,1,0,0,0,45000,45,0
1574,Games,0,0,1,0,0,0,4,0,1,0,0,1,0,50,134,0,0,0,14,7,1,8361,0,0,1500,30,0
1575,Film & Video,1,1,1,1,0,0,15,1,0,0,1,0,0,22,135,1,0,0,1,1,1,1940,0,0,500000,60,0
1576,Journalism,0,0,1,1,0,1,3,0,1,0,0,1,0,6,128,0,0,0,1,5,1,0,0,0,6000,30,0
1577,Food,0,0,1,1,0,1,25,0,1,0,0,1,0,24,134,0,0,0,1,9,0,0,0,0,50000,58,0
1578,Photography,1,0,1,1,0,0,27,0,1,0,1,0,0,50,127,1,1,0,1,4,1,0,0,0,125000,30,0
1579,Food,0,0,1,1,0,1,27,0,1,0,0,1,0,35,116,0,0,0,1,1,0,2629,0,0,7200,35,0
1580,Film & Video,0,0,0,1,0,0,0,0,0,1,0,0,1,45,76,1,0,0,1,6,0,1249,0,0,2600,14,0
1581,Publishing,1,0,1,0,0,0,18,0,1,0,0,1,0,16,104,1,0,0,1,8,1,0,0,0,3500,30,1
1582,Music,0,0,0,1,0,0,0,0,1,0,0,0,1,50,130,1,0,0,1,11,0,0,0,15,16000,37,1
1583,Art,0,0,1,1,0,1,1,0,1,0,0,1,0,38,135,1,0,0,1,4,0,0,350,0,2000,25,1
1584,Technology,0,0,0,1,0,0,0,0,1,0,1,0,0,8,88,0,0,0,1,1,1,1693,0,0,5000,20,0
1585,Film & Video,1,0,1,1,0,1,23,0,0,1,0,0,1,18,133,1,0,0,21,10,1,12973,0,0,10000,25,1
1586,Art,0,0,1,1,1,0,1,0,0,1,0,0,1,58,88,0,0,0,1,9,1,0,0,0,200,7,0
1587,Film & Video,0,0,1,1,0,1,11,0,1,0,0,1,0,22,97,0,1,0,1,4,1,0,0,2,370,36,1
1588,Games,0,0,1,1,1,0,17,0,1,0,0,1,0,54,78,0,0,0,1,7,1,0,0,10,1000,30,1
1589,Games,0,0,1,1,0,0,9,0,1,0,1,0,0,21,130,0,0,0,11,22,1,6955,0,0,100000,28,0
1590,Film & Video,1,1,1,0,0,1,19,0,1,0,1,0,0,27,50,0,0,0,3,4,1,1633,0,0,1500,28,1
1591,Art,0,0,1,1,0,0,11,0,1,0,1,0,0,34,66,0,0,0,1,6,0,0,0,0,1000,3,0
1592,Food,0,0,1,1,0,0,31,0,1,0,1,0,0,40,129,0,0,0,1,7,0,0,0,2,200,30,1
1593,Games,0,0,1,1,0,1,8,0,1,0,0,0,1,40,80,1,0,0,1,18,1,0,0,0,50000,31,1
1594,Photography,0,0,1,1,0,1,1,0,0,1,0,1,0,42,135,0,1,0,8,10,0,1849,2433,4,1000,23,1
1595,Film & Video,0,0,1,1,0,1,13,0,1,0,1,0,0,16,73,1,0,1,1,3,1,429,0,2,500,30,1
1596,Comics,0,0,0,1,0,0,0,1,0,0,0,1,0,50,135,1,0,0,1,8,1,0,0,0,8000,30,1
1597,Music,1,0,1,1,0,0,22,0,1,0,1,0,0,32,131,0,0,0,1,10,1,0,1477,0,1500,31,1
1598,Art,0,0,1,1,1,1,10,0,1,0,0,1,0,22,134,0,0,0,1,6,1,0,711,0,1500,30,1
1599,Games,0,0,1,1,0,1,14,0,1,0,0,1,0,32,132,1,0,0,5,7,1,4936,1315,56,10000,20,1
1600,Technology,0,0,1,1,0,0,12,0,1,0,0,1,0,48,127,0,0,0,19,7,1,4000,0,0,65000,30,0
1601,Design,1,0,1,1,0,0,26,1,0,0,1,0,0,38,81,0,0,0,1,10,1,0,0,0,3500,45,1
1602,Technology,1,1,1,1,0,0,16,0,1,0,1,0,0,50,120,0,0,0,1,9,1,0,1853,0,10000,33,1
1603,Photography,0,0,1,1,0,1,13,0,1,0,0,1,0,33,55,0,0,1,1,7,1,0,0,0,27000,60,0
1604,Games,0,0,1,1,0,1,17,0,0,1,0,1,0,48,108,0,1,0,27,9,1,3290,0,0,50000,45,1
1605,Technology,1,0,1,0,0,0,16,0,1,0,1,0,0,27,99,1,0,0,1,5,0,2709,0,4,4000,45,1
1606,Design,0,0,1,1,1,1,12,0,1,0,0,1,0,50,134,0,0,0,1,2,0,0,0,13,8000,22,1
1607,Publishing,1,0,1,1,0,1,2,0,1,0,0,1,0,33,134,0,0,1,1,7,1,0,0,0,4000,30,1
1608,Games,0,0,1,1,1,0,17,0,1,0,1,0,0,17,132,0,0,0,1,7,1,0,0,2,50000,36,1
1609,Comics,0,0,0,1,0,0,0,0,1,0,0,1,0,31,88,1,0,0,1,9,1,4200,0,3,500,30,1
1610,Music,1,1,1,1,0,1,19,0,1,0,0,1,0,34,105,0,0,0,1,8,1,3616,0,2,10000,30,1
1611,Art,0,0,1,1,0,1,22,0,0,1,0,1,0,50,71,1,0,0,1,25,0,0,868,11,450,22,1
1612,Film & Video,0,0,0,1,0,0,0,0,1,0,0,0,1,21,133,0,0,0,1,9,1,0,0,0,50000,41,1
1613,Film & Video,1,1,1,0,0,1,14,0,1,0,0,0,1,20,131,0,0,0,1,7,1,0,3519,6,500,14,1
1614,Technology,0,0,0,1,0,0,0,0,1,0,0,1,0,50,127,0,0,0,42,11,1,13100,0,0,100000,50,1
1615,Technology,0,0,1,1,0,0,1,0,1,0,0,1,0,38,126,1,0,0,5,12,1,2985,0,0,25000,35,0
1616,Publishing,1,1,1,1,0,0,1,0,1,0,0,1,0,21,126,0,0,0,1,2,0,0,0,0,500,54,0
1617,Technology,1,1,1,1,1,0,19,0,1,0,0,1,0,30,55,0,0,1,1,4,1,0,0,0,35000,30,0
1618,Publishing,0,0,1,1,0,1,1,0,1,0,0,1,0,50,120,0,0,0,1,2,1,0,0,0,150,21,1
1619,Technology,0,0,1,1,0,0,10,0,1,0,0,0,1,44,104,0,0,0,25,8,1,0,0,0,42000,30,0
1620,Games,0,0,1,1,0,0,4,0,1,0,0,1,0,49,68,1,0,0,6,49,1,3664,7937,0,120000,60,0
1621,Art,0,0,1,0,1,0,12,0,0,1,1,0,0,23,134,1,0,0,1,13,1,0,163,0,2500,23,1
1622,Publishing,1,1,1,1,0,1,26,0,1,0,1,0,0,33,131,1,0,1,1,12,1,0,921,0,6200,30,1
1623,Publishing,1,0,1,1,0,0,0,0,0,1,1,0,0,50,132,0,0,0,1,5,1,0,0,0,1200,33,0
1624,Games,0,0,0,1,0,0,0,0,1,0,0,1,0,49,117,0,0,0,7,7,1,2931,0,0,1500,30,0
1625,Technology,0,0,1,1,0,1,0,0,1,0,0,1,0,50,134,0,1,0,17,12,1,0,0,0,5000,29,0
1626,Publishing,1,0,1,1,0,0,24,0,1,0,0,1,0,50,128,0,0,0,1,23,0,0,366,0,1000,34,1
1627,Art,0,0,0,1,0,0,0,0,1,0,1,0,0,30,126,0,0,0,1,4,1,0,4429,0,780,45,1
1628,Crafts,0,0,0,1,0,0,4,0,1,0,1,0,0,45,133,0,0,0,1,13,1,0,233,0,500,30,1
1629,Food,0,0,1,1,0,0,3,0,1,0,1,0,0,16,76,0,0,0,28,11,0,3927,0,16,1500,30,1
1630,Games,0,0,1,1,0,0,2,0,1,0,1,0,0,20,132,1,0,0,1,4,1,1823,0,0,20000,30,0
1631,Publishing,1,1,1,1,1,1,24,0,1,0,1,0,0,48,134,0,0,0,1,4,0,0,0,0,2500,29,0
1632,Music,1,1,1,0,0,0,20,1,0,0,0,1,0,50,128,0,0,0,1,9,1,0,473,0,9500,29,1
1633,Food,0,0,1,1,0,0,2,0,1,0,1,0,0,14,122,0,0,0,1,8,0,0,0,0,70000,59,0
1634,Food,0,0,1,1,1,0,26,0,1,0,1,0,0,23,134,0,0,1,1,3,0,1179,0,0,100,30,0
1635,Music,1,1,0,1,0,0,15,0,1,0,0,1,0,27,126,0,0,0,1,4,1,2085,0,2,2500,30,1
1636,Comics,0,0,1,0,0,0,9,0,1,0,1,0,0,49,124,0,0,0,1,11,1,0,259,2,3700,39,1
1637,Film & Video,0,0,1,1,1,0,2,0,1,0,0,1,0,31,133,0,0,0,1,15,1,0,1090,0,2500,30,1
1638,Photography,0,0,0,1,0,0,0,0,1,0,1,0,0,42,125,1,0,0,1,18,1,0,0,0,10000,30,0
1639,Games,0,0,0,1,0,0,0,0,1,0,0,1,0,16,65,0,0,0,1,1,1,1442,0,0,5000,60,0
1640,Music,0,0,0,1,0,0,1,0,1,0,0,1,0,32,128,0,0,0,1,1,0,2367,2308,0,500,27,1
1641,Publishing,0,0,1,1,0,1,8,0,1,0,0,1,0,50,94,0,0,0,1,12,1,0,0,0,1000,60,1
1642,Food,0,0,1,1,0,1,16,0,1,0,1,0,0,11,14,0,0,0,1,3,0,0,0,0,800,32,1
1643,Film & Video,1,1,1,1,0,0,13,0,1,0,0,0,1,17,131,0,0,0,1,12,1,0,1883,0,20000,29,1
1644,Art,0,0,0,1,0,0,0,0,1,0,0,1,0,18,59,0,0,0,1,2,0,11293,0,0,2000,59,1
1645,Music,0,0,1,1,0,0,11,0,1,0,0,1,0,33,108,0,0,0,1,18,1,3638,1563,2,9500,29,1
1646,Publishing,0,0,1,1,0,1,20,0,1,0,1,0,0,27,133,0,1,0,1,1,0,0,0,0,150000,30,0
1647,Publishing,1,0,1,1,0,0,1,0,1,0,0,1,0,16,53,0,0,0,1,10,1,0,0,0,12000,30,1
1648,Publishing,0,0,1,1,0,1,1,0,0,1,0,0,1,50,114,0,0,0,1,16,1,0,0,2,1000,30,1
1649,Publishing,0,0,1,1,0,0,0,0,1,0,0,1,0,28,114,1,0,0,9,5,1,3082,0,0,1500,30,0
1650,Music,1,1,1,1,0,0,21,0,1,0,1,0,0,38,105,0,0,0,1,8,1,3516,2503,0,3000,23,1
1651,Art,0,0,1,1,1,0,1,0,1,0,1,0,0,23,65,0,0,0,1,6,0,0,0,0,2500,30,0
1652,Art,1,1,1,1,0,1,15,0,1,0,0,1,0,37,127,0,0,0,1,21,1,0,637,0,50000,29,1
1653,Games,1,0,1,1,0,1,7,0,1,0,1,0,0,14,111,0,0,0,1,12,1,0,49,0,1000,31,1
1654,Music,1,1,1,0,0,1,12,0,1,0,1,0,0,50,17,0,0,1,16,6,1,2349,0,3,300,30,1
1655,Music,0,0,1,1,0,1,18,0,1,0,0,1,0,25,123,0,0,0,8,9,0,2053,762,2,15540,30,1
1656,Publishing,1,1,1,1,0,0,11,0,1,0,1,0,0,36,131,0,0,0,1,10,1,0,0,0,4999,44,1
1657,Music,1,0,1,1,0,1,25,0,1,0,0,1,0,45,131,0,0,0,1,22,1,0,0,2,8000,33,1
1658,Technology,1,0,1,1,0,0,29,0,1,0,0,1,0,33,55,0,0,0,1,8,1,0,0,0,12000,30,1
1659,Games,0,0,1,1,0,0,2,0,1,0,0,0,1,50,133,0,0,0,2,7,0,453,0,0,2500,15,0
1660,Music,0,0,1,1,0,1,26,0,1,0,0,1,0,49,135,0,0,1,1,9,1,3075,0,0,7500,30,1
1661,Publishing,0,0,0,1,0,0,2,1,0,0,0,0,1,17,127,0,0,0,1,1,0,0,0,0,7000,29,0
1662,Music,1,1,1,1,0,0,23,1,0,0,1,0,0,50,128,0,0,0,1,15,1,0,2914,0,1000,31,1
1663,Publishing,0,0,1,1,0,1,0,0,1,0,0,1,0,20,63,1,0,0,1,11,1,0,0,0,975,30,0
1664,Comics,1,0,1,1,0,1,0,0,1,0,0,0,1,41,66,0,0,0,16,26,0,8099,452,11,20000,30,1
1665,Crafts,0,0,1,1,0,0,28,0,1,0,1,0,0,24,128,0,0,0,1,5,0,1660,474,0,150,30,1
1666,Design,0,0,0,1,0,0,9,0,0,1,0,0,1,39,68,0,0,0,1,11,1,0,0,0,5000,30,1
1667,Film & Video,1,0,1,0,0,0,20,0,1,0,0,0,1,50,133,0,1,0,1,7,1,0,3229,4,1500,25,1
1668,Music,0,0,0,1,0,0,0,0,1,0,0,1,0,22,108,0,0,0,1,6,1,0,0,0,4720,45,0
1669,Art,1,0,1,1,0,0,17,0,1,0,1,0,0,49,76,0,0,0,8,9,1,2426,0,0,2300,27,1
1670,Film & Video,1,0,1,1,1,0,6,0,1,0,0,0,1,9,109,0,0,0,1,9,0,3750,486,0,600,60,1
1671,Journalism,0,0,1,1,0,0,4,0,1,0,0,1,0,50,120,0,0,0,1,2,0,0,0,0,30000,45,0
1672,Art,0,0,1,0,0,0,14,0,1,0,1,0,0,34,36,0,0,0,1,5,0,0,0,0,25000,29,0
1673,Music,0,0,1,0,0,0,16,0,0,1,0,0,1,21,133,0,1,0,1,3,1,0,0,0,500,16,1
1674,Film & Video,1,0,1,0,0,0,14,0,1,0,0,0,1,16,103,0,0,0,7,32,1,4266,0,2,15000,30,1
1675,Technology,1,0,1,1,0,0,17,0,1,0,0,1,0,16,119,0,0,0,3,5,0,3556,0,0,125,30,0
1676,Publishing,1,0,1,1,0,0,7,0,1,0,0,0,1,50,135,1,1,0,1,2,0,0,0,0,10000,30,0
1677,Art,1,1,1,1,1,0,9,0,0,1,0,0,1,20,57,0,0,0,1,3,0,0,0,0,15000,30,0
1678,Music,1,1,1,1,0,0,5,0,1,0,0,1,0,26,123,0,0,0,1,7,0,0,0,0,3500,30,0
1679,Film & Video,1,1,1,1,0,1,19,0,1,0,0,1,0,50,98,0,0,0,1,9,1,2488,2463,0,7500,60,1
1680,Film & Video,1,1,1,0,0,1,24,0,1,0,0,0,1,19,120,0,0,0,1,11,1,381,0,0,2500,44,0
1681,Art,0,0,0,1,0,0,4,0,1,0,0,1,0,24,113,0,0,0,1,5,1,0,278,0,1500,45,1
1682,Theater,1,0,1,1,0,1,12,0,1,0,0,0,1,9,132,0,0,0,1,1,1,0,0,0,15000,60,0
1683,Publishing,1,1,1,1,1,1,14,0,1,0,0,1,0,47,114,0,0,1,1,8,1,0,0,0,750,29,1
1684,Games,0,0,1,0,0,0,22,0,1,0,0,1,0,43,131,1,0,0,10,13,1,8481,0,13,1000,14,1
1685,Games,0,0,0,1,0,0,0,0,1,0,0,1,0,50,91,1,0,0,76,13,1,5266,0,0,25000,30,1
1686,Comics,0,0,0,1,0,0,0,0,1,0,0,1,0,33,127,0,0,0,1,16,1,0,906,0,13000,30,1
1687,Technology,0,0,1,1,0,1,1,0,1,0,0,1,0,13,117,1,0,0,1,1,1,0,0,0,35000,60,0
1688,Publishing,0,0,1,1,0,0,18,0,1,0,1,0,0,34,65,0,0,0,1,5,1,0,0,0,11000,21,1
1689,Film & Video,1,0,1,1,0,0,2,0,1,0,0,0,1,24,124,0,0,0,1,8,1,6501,0,0,7500,30,0
1690,Technology,0,0,1,1,0,0,16,0,1,0,0,1,0,50,134,0,0,0,41,8,1,9825,0,0,8000,30,1
1691,Comics,0,0,1,0,0,0,17,0,0,1,0,0,1,15,79,1,0,0,1,13,1,0,0,5,6500,25,1
1692,Music,1,0,1,0,0,0,15,1,0,0,0,1,0,44,62,0,0,0,1,32,1,0,4998,2,25000,27,1
1693,Technology,0,0,1,1,0,1,23,0,1,0,0,1,0,28,134,0,0,1,1,7,1,0,0,0,3000,30,0
1694,Comics,0,0,1,1,1,1,27,0,1,0,0,0,1,25,129,0,0,1,11,8,1,4994,227,13,100,29,1
1695,Film & Video,1,0,1,1,0,1,26,0,1,0,1,0,0,17,127,0,0,0,1,4,1,878,650,0,5000,30,0
1696,Art,0,0,0,1,0,0,0,0,1,0,0,0,1,47,87,0,0,0,1,8,1,0,10,26,200,30,1
1697,Music,0,0,1,1,0,1,0,0,1,0,1,0,0,29,131,0,0,0,1,5,1,0,0,0,600,28,1
