,category,hasHuman,hasFace,hasColor,isBright,hasManyDomColors,hasWarmHueAccent,NumOfObjectsInPic,CLASS_positiveTitle,CLASS_neutralTitle,CLASS_negativeTitle,CLASS_positiveText,CLASS_neutralText,CLASS_negativeText,lengthOfTitle,lengthOfText,TitleMatchPicOCR,CreatorMatchTitle,TextMatchPic,CON_numOfImg,CON_numOfRewards,CON_hasVideo,CON_text_Length,CON_numOfFbFriends,CON_experience,CON_goal,CON_duration,successful
1257,Design,0,0,1,1,0,1,9,0,1,0,0,1,0,47,34,0,0,0,12,3,1,4704,114,17,3000,29,1
1258,Art,1,1,1,0,0,0,21,0,1,0,0,1,0,49,135,0,0,0,1,9,1,0,1083,2,3333,30,1
1259,Photography,0,0,1,1,0,1,0,0,1,0,0,1,0,50,101,0,0,0,1,6,0,0,0,0,625,23,0
1260,Film & Video,0,0,1,1,0,1,5,1,0,0,0,0,1,50,130,0,0,0,28,41,1,7022,0,0,10000,31,1
1261,Music,1,0,1,1,0,1,17,0,1,0,0,1,0,50,135,0,0,0,1,7,1,0,4057,2,2500,14,1
1262,Art,0,0,1,1,0,1,2,0,1,0,1,0,0,23,88,0,0,0,3,3,0,556,506,7,200,30,1
1263,Crafts,1,0,1,1,1,1,19,0,1,0,0,0,1,46,113,0,0,0,1,3,0,0,0,0,2600,30,0
1264,Publishing,1,1,0,1,0,0,25,0,1,0,1,0,0,26,131,0,0,1,1,7,1,0,0,0,3000,30,1
1265,Food,1,1,1,1,1,1,27,0,1,0,1,0,0,36,65,0,0,1,2,6,1,2190,0,0,6000,60,0
1266,Technology,0,0,0,1,0,0,0,0,1,0,0,1,0,11,129,0,0,0,1,3,1,0,0,0,35000,30,0
1267,Journalism,1,0,1,1,1,1,2,0,1,0,0,1,0,21,103,0,0,0,1,1,0,240,0,0,20000,30,0
1268,Journalism,0,0,1,1,0,1,2,0,1,0,0,0,1,50,130,0,0,0,1,10,1,0,0,0,7000,30,1
1269,Publishing,0,0,0,1,0,0,17,0,1,0,0,1,0,35,122,0,0,0,1,4,0,0,0,4,3400,44,1
1270,Technology,0,0,1,1,0,0,29,0,1,0,0,1,0,23,58,0,0,0,1,3,1,341,0,0,500,28,1
1271,Film & Video,0,0,1,1,0,0,2,0,1,0,0,1,0,46,126,0,0,0,1,16,1,0,0,0,85000,34,1
1272,Art,0,0,1,0,0,1,2,1,0,0,0,1,0,15,16,0,0,0,1,4,1,465,0,0,5000,30,0
1273,Food,0,0,1,1,0,1,2,0,1,0,1,0,0,26,78,0,0,0,1,4,1,0,0,0,6000,30,0
1274,Art,0,0,1,1,1,1,19,0,1,0,0,1,0,50,129,0,0,0,1,11,1,0,169,0,30000,30,1
1275,Film & Video,1,0,1,0,0,0,19,1,0,0,0,1,0,19,103,0,0,0,1,2,1,1777,0,2,500,21,1
1276,Technology,1,0,1,1,0,1,23,0,1,0,1,0,0,34,133,0,0,0,1,9,1,0,0,0,100000,35,0
1277,Design,0,0,0,1,0,0,0,0,1,0,0,1,0,50,26,0,0,0,7,33,1,1127,621,2,3000,30,1
1278,Crafts,0,0,1,1,0,1,20,0,1,0,0,1,0,13,134,0,0,0,1,2,0,0,0,0,300,29,0
1279,Food,0,0,1,0,0,1,4,0,0,1,1,0,0,31,135,1,0,0,1,13,1,0,0,0,15000,45,1
1280,Film & Video,0,0,1,0,0,0,17,0,1,0,0,0,1,12,134,0,1,0,1,3,1,739,1426,0,4000,48,1
1281,Technology,0,0,0,1,0,0,0,0,1,0,0,0,1,50,90,0,0,0,1,10,0,0,378,0,100,60,1
1282,Design,0,0,1,0,0,0,15,0,1,0,0,1,0,51,107,0,0,0,30,3,1,3432,0,2,10000,30,1
1283,Art,0,0,0,1,0,0,1,0,1,0,0,1,0,50,129,0,0,0,1,4,0,0,0,0,10000,60,0
1284,Art,0,0,1,1,0,0,21,1,0,0,0,1,0,20,114,0,0,0,1,6,1,0,0,0,3000,28,1
1285,Technology,0,0,1,0,0,0,2,0,1,0,0,1,0,22,132,1,0,0,5,8,1,6147,140,0,125000,45,0
1286,Technology,0,0,1,0,0,0,20,0,1,0,0,1,0,28,134,0,0,0,21,10,1,0,606,0,33331,29,1
1287,Art,0,0,1,1,1,1,1,0,1,0,1,0,0,7,127,0,0,0,5,9,1,3111,0,0,2000,33,1
1288,Art,0,0,1,1,0,1,5,0,1,0,0,1,0,18,134,0,0,0,1,8,0,0,0,0,50000,51,0
1289,Comics,0,0,1,1,1,1,9,0,0,1,0,0,1,50,82,0,0,0,1,12,1,0,1686,2,4000,29,1
1290,Music,0,0,1,1,0,0,13,0,1,0,0,1,0,20,124,0,0,0,1,3,1,1073,144,0,1000,30,0
1291,Music,1,1,1,0,0,0,29,0,1,0,0,0,1,23,130,0,0,1,1,2,1,0,0,0,900,30,1
1292,Photography,0,0,1,0,0,1,22,0,1,0,0,0,1,24,133,0,0,0,1,1,0,385,0,0,5000,27,0
1293,Photography,1,0,1,1,0,0,16,0,1,0,0,1,0,13,124,0,0,1,1,13,0,0,0,0,1500,27,1
1294,Publishing,1,1,1,1,0,1,24,0,1,0,1,0,0,25,122,0,0,0,1,11,0,0,0,0,20000,60,0
1295,Music,0,0,1,1,0,0,18,1,0,0,1,0,0,13,130,0,0,0,1,1,0,748,0,0,1350,20,0
1296,Music,0,0,1,1,0,1,11,0,0,1,0,0,1,17,131,0,0,0,1,1,1,0,0,0,3000,29,0
1297,Design,1,1,1,0,0,0,27,0,1,0,1,0,0,50,127,0,0,1,17,13,1,5708,0,0,8000,30,1
1298,Crafts,1,1,1,1,1,0,28,1,0,0,0,0,1,31,131,0,0,0,1,4,1,0,0,0,1000,30,0
1299,Publishing,0,0,0,1,0,0,1,0,1,0,0,1,0,38,121,1,0,0,1,8,1,0,536,0,3000,30,1
1300,Technology,0,0,0,1,0,0,0,0,1,0,1,0,0,11,96,0,0,0,19,7,1,3577,0,0,50000,30,0
1301,Technology,0,0,1,1,1,0,8,0,1,0,0,0,1,45,131,1,0,0,1,16,0,0,0,0,500000,30,0
1302,Photography,0,0,1,1,0,1,16,0,1,0,0,1,0,29,99,0,0,0,1,5,0,732,86,0,500,11,0
1303,Music,1,0,0,1,0,0,15,0,1,0,1,0,0,25,62,0,0,0,1,12,1,0,980,2,1200,9,1
1304,Food,0,0,0,1,0,0,0,0,1,0,0,1,0,44,70,0,0,0,1,6,0,0,0,0,300000,30,0
1305,Technology,0,0,1,1,0,0,19,0,1,0,1,0,0,50,85,0,0,0,8,4,0,6365,0,0,30000,30,0
1306,Design,0,0,1,1,0,0,12,0,1,0,0,1,0,50,131,0,0,0,1,13,1,0,0,0,36000,29,0
1307,Comics,0,0,1,0,0,1,12,0,1,0,0,1,0,28,125,0,0,0,17,11,0,7611,0,0,5000,30,1
1308,Film & Video,0,0,1,0,0,1,0,0,1,0,0,1,0,26,132,0,0,0,1,4,1,0,0,0,10000,30,0
1309,Food,0,0,1,1,0,1,17,0,1,0,0,1,0,29,70,1,0,0,1,12,1,0,0,0,50000,31,1
1310,Dance,0,0,0,1,0,0,0,0,1,0,0,1,0,49,126,0,0,0,1,6,1,3815,0,5,5500,29,1
1311,Film & Video,0,0,1,1,0,1,3,0,1,0,0,1,0,14,112,0,0,0,1,12,0,0,847,0,20000,45,1
1312,Art,0,0,1,0,0,1,0,0,1,0,1,0,0,23,121,1,0,0,10,8,0,4237,0,0,2500,30,1
1313,Fashion,1,1,1,1,0,1,19,0,0,1,0,0,1,50,132,0,0,0,1,1,0,0,0,0,600,45,0
1314,Photography,0,0,0,1,0,0,10,0,1,0,0,1,0,50,134,0,0,0,1,14,1,0,0,0,4000,30,1
1315,Design,1,1,1,1,0,0,24,0,1,0,0,1,0,44,125,0,0,0,1,5,1,1044,0,0,20000,14,0
1316,Film & Video,0,0,0,1,0,0,0,0,0,1,0,0,1,21,123,0,0,0,1,4,1,0,0,0,3000,30,0
1317,Publishing,1,1,1,1,0,0,21,0,1,0,0,0,1,24,113,0,1,0,2,11,1,7822,0,0,3575,41,1
1318,Film & Video,0,0,1,1,1,0,30,0,1,0,0,0,1,49,134,0,0,1,1,1,0,0,0,0,1799,28,0
1319,Art,1,1,1,1,0,1,19,0,1,0,0,1,0,41,124,0,0,0,1,16,1,0,0,27,999,4,1
1320,Film & Video,1,1,1,1,0,0,12,0,1,0,0,0,1,22,114,0,0,0,1,8,1,1334,0,0,500000,57,0
1321,Technology,0,0,1,1,0,1,0,0,1,0,1,0,0,48,101,1,0,0,1,6,0,0,0,0,500,14,1
1322,Fashion,0,0,0,1,0,0,0,0,1,0,0,1,0,24,52,0,0,0,4,3,0,1426,0,0,20000,30,0
1323,Music,1,0,1,0,0,1,23,0,1,0,0,1,0,43,126,0,0,0,1,6,0,0,2405,0,7000,30,1
1324,Games,0,0,0,1,0,0,0,0,0,1,0,0,1,15,127,0,0,0,1,17,1,0,219,0,7000,30,1
1325,Film & Video,0,0,1,0,0,0,0,0,1,0,0,0,1,21,130,1,0,0,5,18,1,3585,1046,4,2000,30,1
1326,Art,0,0,1,1,0,1,9,0,1,0,1,0,0,50,117,1,0,0,1,5,1,0,0,0,10000,27,0
1327,Design,0,0,1,1,1,1,17,0,1,0,0,1,0,57,133,0,0,1,51,13,1,11185,1482,2,12000,30,1
1328,Design,0,0,1,1,0,1,1,0,1,0,1,0,0,49,117,0,0,0,1,8,1,0,529,0,6200,30,1
1329,Art,0,0,1,1,0,1,34,0,1,0,1,0,0,50,126,0,0,0,1,4,1,0,0,0,5000,21,1
1330,Film & Video,1,0,1,0,0,0,21,0,0,1,0,0,1,11,135,0,0,1,16,8,1,7239,2797,0,33000,28,0
1331,Technology,0,0,1,1,0,0,1,0,1,0,0,1,0,22,134,0,0,0,1,1,1,0,0,0,5000,30,0
1332,Design,0,0,1,1,0,0,24,0,1,0,1,0,0,58,133,1,0,1,32,10,1,8947,0,0,2500,40,1
1333,Design,0,0,1,1,0,0,2,0,1,0,1,0,0,9,75,0,0,0,1,3,0,0,361,5,750,30,1
1334,Publishing,0,0,1,1,0,0,0,0,1,0,1,0,0,50,133,1,0,0,1,8,0,0,0,0,3050,30,0
1335,Games,0,0,1,1,0,0,1,0,1,0,1,0,0,40,98,1,0,1,2,4,0,1726,0,0,750,15,0
1336,Technology,0,0,1,1,0,0,2,0,1,0,0,1,0,50,133,1,0,1,1,6,1,0,771,2,100000,30,1
1337,Comics,1,0,1,1,1,1,20,0,1,0,0,0,1,46,106,0,0,0,8,8,0,1475,532,7,666,27,1
1338,Film & Video,1,0,1,1,0,0,0,0,1,0,1,0,0,14,134,1,0,0,1,7,1,0,0,0,200000,30,0
1339,Games,1,0,1,0,0,1,23,0,1,0,0,1,0,24,64,0,0,0,1,15,1,0,0,2,600,30,1
1340,Film & Video,0,0,1,0,0,1,8,0,0,1,0,0,1,25,117,1,0,0,6,12,1,3585,852,0,400000,32,0
1341,Technology,0,0,0,1,0,0,0,0,1,0,0,1,0,25,34,0,0,0,1,7,1,0,2093,0,3000,20,1
1342,Publishing,1,1,1,1,1,0,19,0,1,0,0,0,1,49,132,1,0,0,1,9,0,4112,0,0,1500,40,1
1343,Design,1,1,0,1,0,0,21,0,1,0,0,1,0,29,130,0,0,0,1,21,1,0,0,3,50000,32,1
1344,Film & Video,0,0,1,1,0,1,0,0,1,0,0,1,0,29,54,1,0,0,1,45,1,0,1004,0,500,15,1
1345,Art,0,0,1,1,0,1,27,0,1,0,0,1,0,21,135,0,0,1,1,3,0,2270,702,2,1000,58,1
1346,Music,0,0,1,1,0,1,3,0,1,0,1,0,0,8,121,0,0,0,1,7,1,0,0,0,3000,30,0
1347,Design,1,1,1,1,0,1,20,0,1,0,0,1,0,59,134,0,0,1,69,14,1,5323,0,0,10000,45,1
1348,Music,1,1,1,1,0,1,30,0,1,0,0,1,0,45,116,0,0,0,1,9,1,0,0,0,7000,59,1
1349,Film & Video,0,0,1,0,0,0,6,0,0,1,0,0,1,20,100,1,0,0,1,4,0,0,0,0,1000,30,0
1350,Film & Video,1,1,1,1,0,0,34,0,0,1,0,0,1,50,66,0,0,0,11,9,1,1990,0,0,25000,33,0
1351,Fashion,0,0,1,1,0,0,18,0,1,0,0,1,0,50,59,0,0,0,1,11,1,0,0,0,50000,50,0
1352,Comics,1,1,1,1,0,0,1,0,1,0,0,1,0,33,132,0,0,0,5,11,1,2158,1082,0,5000,31,1
1353,Music,0,0,0,1,0,0,0,0,1,0,0,1,0,21,22,0,0,0,1,1,0,0,0,0,20000,60,0
1354,Dance,0,0,0,1,0,0,3,0,1,0,0,1,0,50,119,1,0,0,1,2,1,0,0,0,10000,30,0
1355,Art,0,0,0,1,0,0,0,0,1,0,1,0,0,13,148,0,0,0,1,3,1,682,0,0,450,30,1
1356,Film & Video,0,0,1,1,0,0,17,0,1,0,0,1,0,26,115,0,0,0,1,16,1,0,0,0,25000,60,1
1357,Design,0,0,0,1,0,0,10,0,1,0,0,1,0,55,103,1,0,0,80,8,1,9395,0,4,10000,30,1
1358,Music,0,0,1,1,0,1,8,0,1,0,0,1,0,38,134,0,0,0,1,9,1,0,0,0,5000,30,0
1359,Film & Video,1,0,1,1,0,1,26,0,1,0,0,0,1,50,103,0,0,1,1,5,1,0,0,21,550,30,1
1360,Music,1,0,0,1,0,0,3,0,0,1,0,0,1,31,118,0,0,0,4,15,1,4538,0,0,6000,28,1
1361,Film & Video,0,0,1,1,0,0,8,0,1,0,0,0,1,33,121,0,0,0,1,7,1,0,0,0,4750,26,1
1362,Publishing,0,0,1,1,1,0,9,0,1,0,1,0,0,45,134,0,0,0,1,5,1,0,0,0,490000,30,0
1363,Music,1,1,1,0,0,1,12,0,1,0,1,0,0,19,128,0,0,0,1,10,1,0,5000,3,16000,29,1
1364,Comics,0,0,1,1,0,0,1,0,1,0,0,1,0,23,120,0,0,0,1,13,1,0,4786,4,5000,20,1
1365,Food,0,0,1,1,0,0,22,0,1,0,0,0,1,50,128,0,0,1,5,13,0,4860,286,0,13000,21,1
1366,Food,0,0,1,1,0,0,24,0,1,0,1,0,0,23,58,1,0,1,1,10,1,0,0,0,5333,30,0
1367,Publishing,0,0,1,1,0,0,3,0,0,1,0,1,0,50,134,0,1,0,1,2,0,0,0,0,1500,26,1
1368,Music,1,1,1,1,1,1,18,0,1,0,0,1,0,28,135,0,0,0,1,8,1,0,525,0,27500,30,1
1369,Comics,0,0,0,1,0,0,0,0,1,0,0,1,0,49,135,0,0,0,1,18,1,0,0,10,10000,30,1
1370,Film & Video,0,0,1,1,0,1,0,0,1,0,0,1,0,20,113,1,0,0,12,8,1,187,0,0,15000,60,0
1371,Film & Video,1,0,1,1,0,1,12,0,0,1,0,0,1,21,131,1,0,1,1,17,1,0,0,0,8000,22,1
1372,Design,0,0,1,1,0,1,10,0,1,0,0,1,0,31,19,1,0,0,1,11,1,0,696,2,2880,30,1
1373,Music,1,1,1,0,0,0,20,0,1,0,0,1,0,36,115,0,0,0,1,12,1,0,302,0,5000,40,1
1374,Comics,0,0,0,1,0,0,0,0,0,1,0,0,1,10,132,0,0,0,1,19,1,0,431,0,12000,30,1
1375,Photography,0,0,1,0,0,1,28,0,1,0,0,0,1,31,128,0,0,0,6,5,1,2808,73,0,1000,30,0
1376,Design,0,0,0,1,0,0,1,0,1,0,0,1,0,27,134,0,0,0,1,9,1,0,0,0,7500,30,0
1377,Art,0,0,1,1,0,1,14,0,1,0,0,1,0,30,123,1,0,0,1,13,1,0,1134,2,8025,25,1
1378,Crafts,0,0,1,1,0,1,23,0,1,0,0,1,0,28,66,0,0,0,1,6,0,0,0,0,4200,30,0
1379,Comics,1,1,1,1,1,0,2,0,1,0,0,1,0,14,130,1,0,0,1,8,0,0,0,3,2000,31,1
1380,Art,0,0,0,1,0,0,0,0,1,0,0,1,0,8,118,0,0,0,13,9,1,4701,0,0,12500,30,1
1381,Film & Video,1,1,1,0,1,1,7,0,0,1,0,0,1,38,125,0,0,0,1,3,0,0,0,0,30000,27,0
1382,Art,0,0,0,1,0,0,1,0,1,0,0,1,0,6,109,1,0,0,1,10,1,0,0,0,100,30,0
1383,Music,1,1,1,1,1,1,17,0,1,0,1,0,0,50,131,0,0,0,1,5,1,0,0,0,5000,53,1
1384,Publishing,0,0,1,0,0,1,13,0,1,0,1,0,0,27,129,1,0,0,1,4,1,0,0,0,500,7,1
1385,Games,1,1,1,1,1,1,16,0,1,0,0,1,0,54,84,1,0,0,16,3,0,4829,0,3,1000,10,1
1386,Crafts,0,0,1,1,0,1,2,0,1,0,1,0,0,17,131,0,0,0,1,8,1,0,0,0,1500,30,1
1387,Design,1,1,1,1,1,1,20,0,1,0,1,0,0,40,89,0,0,0,1,7,1,0,974,10,100000,31,1
1388,Music,1,0,1,1,0,1,22,0,1,0,0,1,0,44,127,0,0,0,1,10,1,0,0,3,5000,27,1
1389,Comics,0,0,1,1,0,1,0,0,1,0,0,0,1,21,132,1,0,0,1,8,1,0,0,0,5000,29,0
1390,Journalism,1,1,0,1,0,0,17,0,1,0,1,0,0,28,106,0,0,0,2,4,1,3219,0,0,2500,29,1
1391,Music,0,0,0,1,0,0,1,0,1,0,1,0,0,48,130,1,0,0,1,1,0,0,2299,2,4000,30,1
1392,Technology,0,0,1,0,0,0,3,0,1,0,0,1,0,50,132,0,0,0,10,8,0,0,0,0,14000,30,0
1393,Art,1,0,1,1,0,0,17,0,1,0,1,0,0,16,127,0,0,0,1,4,1,0,0,2,5000,32,1
1394,Film & Video,0,0,0,1,0,0,13,0,1,0,0,0,1,37,133,0,0,0,1,2,0,0,0,0,3500,60,0
1395,Publishing,0,0,1,1,0,0,4,0,1,0,1,0,0,10,104,1,0,0,4,10,1,4142,3661,0,1500,31,1
1396,Film & Video,0,0,1,1,0,0,14,0,1,0,1,0,0,28,135,1,0,1,1,12,1,0,0,0,46520,22,1
1397,Design,0,0,1,1,0,1,19,0,1,0,1,0,0,49,32,0,0,1,1,3,1,0,0,4,6500,30,1
1398,Music,0,0,1,1,1,1,14,0,1,0,0,0,1,30,120,1,0,0,1,9,1,0,0,0,2500,30,1
1399,Crafts,1,1,1,1,0,0,17,0,1,0,1,0,0,50,85,0,0,1,1,11,1,0,1232,0,10000,30,1
1400,Games,0,0,1,1,0,1,21,0,1,0,0,1,0,25,119,0,0,0,6,13,0,7086,2087,0,6000,21,1
1401,Technology,0,0,1,1,0,1,17,1,0,0,1,0,0,50,135,0,0,0,1,6,1,0,0,0,10000,30,0
1402,Design,0,0,1,1,0,1,6,0,1,0,0,1,0,11,135,1,0,0,1,16,1,0,0,5,7350,38,1
1403,Art,0,0,1,1,0,1,12,0,1,0,0,1,0,24,97,1,0,0,1,7,1,0,1265,0,2000,30,1
1404,Photography,0,0,1,0,0,1,15,1,0,0,1,0,0,50,124,0,0,0,1,21,1,0,0,0,25000,45,0
1405,Technology,1,1,1,0,0,0,28,0,1,0,1,0,0,44,130,0,1,1,1,2,1,0,0,0,100000,30,0
1406,Technology,0,0,1,1,0,1,0,0,1,0,0,1,0,49,132,0,0,0,1,10,1,5980,12,0,90000,60,0
1407,Comics,1,0,1,1,0,1,13,0,1,0,0,1,0,15,134,1,0,1,1,25,1,0,4972,9,1000,33,1
1408,Fashion,1,0,1,1,0,0,27,0,0,1,1,0,0,24,78,0,0,0,1,13,1,0,0,7,10000,45,1
1409,Publishing,1,1,1,1,0,1,29,0,0,1,1,0,0,25,130,0,0,0,1,1,1,0,0,0,2500,30,0
1410,Technology,0,0,1,1,0,1,11,0,1,0,1,0,0,33,95,1,0,1,18,16,1,2736,0,0,100000,45,0
1411,Film & Video,1,1,0,1,0,0,21,0,1,0,0,0,1,37,131,1,0,0,1,4,1,2753,0,0,8000,35,0
1412,Design,1,0,1,1,0,0,29,0,1,0,1,0,0,32,117,1,0,0,1,7,1,0,0,2,200,15,1
1413,Music,1,0,1,1,0,0,25,0,1,0,1,0,0,25,134,0,0,0,1,6,1,0,0,0,6000,30,0
1414,Art,0,0,1,1,0,1,26,1,0,0,0,1,0,14,135,0,0,0,1,2,0,0,361,0,1200,18,1
1415,Food,0,0,1,1,1,1,21,0,1,0,0,1,0,33,134,0,0,0,7,5,1,1689,0,0,50000,29,0
1416,Music,0,0,1,1,0,1,27,0,1,0,0,0,1,49,134,0,0,0,3,7,1,4020,0,0,3000,30,0
1417,Art,1,0,1,1,0,1,2,0,0,1,1,0,0,40,39,0,0,0,1,6,0,0,0,0,500,22,0
1418,Art,1,1,1,0,0,1,20,0,1,0,1,0,0,45,123,0,0,0,1,4,1,0,0,0,2800,30,0
1419,Film & Video,1,1,1,1,0,0,27,0,1,0,0,0,1,21,117,0,0,0,1,19,1,0,0,4,125000,35,1
1420,Technology,0,0,1,1,0,1,14,0,1,0,0,1,0,56,82,0,0,0,48,4,1,7556,0,2,10000,35,1
1421,Technology,1,1,1,1,0,1,23,0,1,0,1,0,0,35,132,0,0,0,1,3,1,3195,0,0,1000,30,0
1422,Art,0,0,0,1,0,0,0,0,1,0,1,0,0,28,78,0,0,0,1,4,0,0,0,2,500,30,1
1423,Film & Video,1,1,1,1,0,0,21,1,0,0,1,0,0,57,96,0,0,0,1,15,1,0,0,0,10000,60,1
1424,Publishing,0,0,1,0,0,0,0,0,1,0,0,1,0,18,92,0,0,0,1,3,0,0,0,0,800,48,0
1425,Film & Video,0,0,1,1,0,1,1,0,1,0,0,0,1,46,58,1,0,0,3,8,1,1687,0,0,100,30,0
1426,Film & Video,1,0,1,1,0,0,1,0,0,1,0,0,1,36,133,0,0,0,5,16,1,3731,0,0,12500,21,1
1427,Art,0,0,1,1,0,1,2,1,0,0,0,1,0,33,72,0,0,0,1,34,0,0,0,0,250,31,1
1428,Art,1,1,1,1,0,0,23,0,1,0,0,1,0,6,110,0,0,0,1,4,1,0,0,0,2000,30,1
1429,Photography,0,0,1,1,1,1,23,0,1,0,0,1,0,40,87,0,0,0,1,6,1,0,0,0,5000,23,0
1430,Film & Video,1,1,1,1,1,1,22,0,1,0,0,0,1,7,130,0,0,1,14,9,1,8827,1024,0,3500,14,1
1431,Crafts,0,0,1,1,0,0,1,0,1,0,1,0,0,11,129,0,0,0,5,6,0,1740,0,0,2500,60,1
1432,Design,0,0,0,1,0,0,0,0,1,0,0,1,0,22,52,1,0,0,1,11,1,0,0,0,7500,29,1
1433,Film & Video,0,0,1,0,0,1,3,0,1,0,0,0,1,19,110,0,0,0,1,10,1,0,0,0,10000,60,0
1434,Publishing,0,0,1,1,0,1,25,0,1,0,1,0,0,35,60,0,1,0,1,8,1,0,0,0,10000,43,1
1435,Food,0,0,1,1,0,1,1,0,1,0,0,1,0,45,135,1,0,0,5,6,0,1642,0,0,6000,30,0
1436,Film & Video,1,0,1,1,0,0,24,0,1,0,0,0,1,7,135,0,0,0,13,14,1,8377,934,0,12500,30,1
1437,Journalism,1,0,1,1,0,0,25,0,1,0,0,1,0,39,75,0,0,0,1,3,0,0,0,0,35000,30,0
1438,Photography,0,0,1,0,0,1,13,0,1,0,0,1,0,31,126,0,0,0,1,24,1,0,2053,7,12000,30,1
1439,Food,0,0,1,1,0,0,15,0,1,0,1,0,0,17,90,0,0,0,1,9,0,0,0,0,60000,60,0
1440,Photography,0,0,1,1,0,0,19,0,1,0,1,0,0,50,119,0,0,0,14,7,1,5767,830,0,2650,39,1
1441,Technology,0,0,0,1,0,0,0,0,1,0,1,0,0,40,126,1,0,0,27,6,1,9839,0,0,50000,60,1
1442,Publishing,0,0,1,1,0,1,2,0,1,0,0,1,0,17,134,1,0,0,1,11,0,0,0,0,500,30,0
1443,Art,1,0,1,1,0,1,1,0,1,0,0,1,0,24,118,1,0,0,1,8,1,0,0,0,3500,51,0
1444,Food,0,0,0,1,0,0,0,0,1,0,1,0,0,47,135,0,1,0,1,8,1,0,1914,0,700,29,1
1445,Games,0,0,1,1,0,1,4,0,1,0,0,1,0,49,132,1,0,0,48,4,1,3810,748,0,4200,30,1
1446,Film & Video,1,1,1,1,0,1,13,0,1,0,0,1,0,40,129,1,0,1,1,5,1,1603,0,0,4000,60,0
1447,Art,0,0,1,0,0,0,0,0,1,0,0,1,0,49,126,1,0,0,1,13,1,0,0,0,2500,29,0
1448,Music,1,1,1,1,1,0,25,0,1,0,1,0,0,30,133,0,0,0,1,12,1,0,0,2,6000,30,1
1449,Art,0,0,1,1,0,0,16,0,1,0,0,1,0,50,122,0,0,0,1,6,0,0,537,0,300,33,1
1450,Design,0,0,1,1,0,1,2,0,1,0,1,0,0,18,94,1,0,0,1,2,1,1970,0,0,2500,30,0
1451,Film & Video,0,0,1,1,0,1,1,0,0,1,1,0,0,16,73,0,0,0,13,10,1,4354,0,0,5000,30,1
1452,Publishing,0,0,0,1,0,0,0,0,1,0,0,1,0,50,91,1,0,0,1,4,1,0,0,0,18000,30,0
1453,Art,0,0,1,1,0,1,29,0,1,0,0,1,0,50,130,0,0,0,1,7,1,0,0,0,3500,59,1
1454,Food,0,0,1,1,0,0,0,0,1,0,0,0,1,27,133,0,0,0,1,14,0,0,0,0,20000,30,1
1455,Technology,0,0,1,1,0,1,2,0,1,0,1,0,0,13,82,0,0,0,5,7,1,3602,1258,0,22000,39,1
1456,Film & Video,1,0,1,0,0,1,20,0,1,0,0,0,1,17,135,0,0,0,20,9,1,3687,0,0,30000,30,1
1457,Publishing,1,1,1,1,0,1,26,0,0,1,0,1,0,50,119,0,0,0,1,12,1,0,271,0,10000,43,1
1458,Film & Video,1,0,1,1,1,1,25,1,0,0,0,1,0,23,118,0,0,1,1,9,1,0,0,0,61060,21,0
1459,Publishing,0,0,0,1,0,0,21,0,1,0,0,1,0,36,133,0,0,0,1,1,0,0,0,0,1000,30,1
1460,Design,0,0,0,1,0,0,0,0,1,0,1,0,0,42,57,0,0,0,23,10,1,1732,0,0,20000,60,0
1461,Music,1,1,1,1,0,1,22,0,1,0,1,0,0,17,123,0,0,0,1,6,1,3817,0,0,6000,30,0
1462,Publishing,0,0,1,1,0,1,3,0,1,0,0,0,1,50,129,1,0,0,1,6,1,0,0,0,1000,30,1
1463,Design,0,0,1,0,0,0,0,0,1,0,0,1,0,18,106,0,0,0,1,6,1,0,4969,2,5000,15,1
1464,Film & Video,1,1,1,1,0,1,27,0,1,0,0,0,1,7,89,0,0,0,1,4,1,0,594,0,3000,13,1
1465,Art,0,0,1,1,1,0,2,0,1,0,0,1,0,31,134,0,1,0,1,5,1,2838,0,2,200,30,1
1466,Technology,0,0,1,1,0,1,3,0,1,0,0,1,0,49,129,0,0,0,2,13,1,0,24,0,125000,60,0
1467,Art,0,0,0,1,0,0,0,0,1,0,0,1,0,21,46,1,0,0,1,11,0,0,0,5,250,14,1
1468,Music,1,1,1,1,0,0,22,0,1,0,0,1,0,37,122,0,0,0,1,7,1,0,2662,5,1000,30,1
1469,Games,0,0,1,0,0,0,5,0,1,0,0,1,0,9,130,0,0,0,1,25,1,0,0,0,25000,28,1
1470,Comics,1,1,1,1,0,1,0,0,1,0,0,0,1,32,90,0,0,0,10,5,0,2430,287,4,200,30,1
1471,Film & Video,0,0,1,1,0,0,9,0,1,0,0,1,0,28,89,0,0,0,1,5,1,1131,708,0,300,29,1
1472,Art,0,0,0,1,0,0,2,0,1,0,1,0,0,11,86,1,0,0,1,4,0,0,0,0,2000,29,0
1473,Art,0,0,1,1,0,0,3,0,1,0,1,0,0,50,130,0,0,0,1,4,1,0,0,0,20000,32,0
1474,Games,0,0,1,0,1,1,10,0,1,0,0,1,0,49,124,0,1,1,1,9,1,0,0,2,8500,29,1
1475,Art,0,0,0,1,0,0,2,0,1,0,0,1,0,32,52,0,0,1,8,6,1,5275,213,3,400,29,1
1476,Design,0,0,1,1,0,0,2,0,0,1,1,0,0,15,55,1,0,0,4,8,1,1623,0,0,5000,35,0
